,correct word,misspelled word,total edit distance,number of words with error,close change,changes
215,فعالیت می‌کند,فعالیت می‌کمن,2.0,1.0,1.0,"[[], [2, 1]]"
216,فعالیت می‌کند,فعاتلیت آی‌کند,2.0,2.0,0.0,"[[2], [0]]"
217,فعالیت می‌کند,فعللبت می‌کند,2.0,2.0,1.0,"[[0, 0], []]"
218,فعالیت می‌کند,فعالیت مگ‌نحد,3.0,1.0,0.0,"[[], [0, 1, 2]]"
219,فعالیت می‌کند,فعالیت می‌گم,3.0,1.0,1.0,"[[], [0, 0, 1]]"
220,فعالیت می‌کند,فعالیت ه‌کنف,3.0,2.0,0.0,"[[], [1, 0, 0]]"
221,فعالیت می‌کند,فعالیت مسی‌مکن,3.0,2.0,1.0,"[[], [2, 2, 1]]"
222,علنی مجلس,علنی مضجلس,1.0,1.0,0.0,"[[], [2]]"
223,علنی مجلس,علنی مجل,1.0,1.0,1.0,"[[], [1]]"
224,علنی مجلس,علنی تتجلس,2.0,1.0,0.0,"[[], [0, 2]]"
225,علنی مجلس,علنی کمجلی,2.0,1.0,1.0,"[[], [2, 0]]"
226,علنی مجلس,علن مجلپ,2.0,2.0,0.0,"[[1], [0]]"
227,علنی مجلس,علنسی مجبلس,2.0,2.0,1.0,"[[2], [2]]"
228,علنی مجلس,عقصن مجلس,3.0,1.0,0.0,"[[0, 2, 1], []]"
229,علنی مجلس,علنی کحجس,3.0,1.0,1.0,"[[], [0, 2, 1]]"
230,علنی مجلس,علنی ماو,3.0,2.0,0.0,"[[], [0, 0, 1]]"
231,علنی مجلس,علنی نلیس,3.0,2.0,1.0,"[[], [0, 1, 2]]"
232,من معتقدم,من مگعتقدم,1.0,1.0,0.0,"[[], [2]]"
233,من معتقدم,ن معتقدم,1.0,1.0,1.0,"[[1], []]"
234,من معتقدم,من معتدو,2.0,1.0,0.0,"[[], [1, 0]]"
235,من معتقدم,کتن معتقدم,2.0,1.0,1.0,"[[0, 2], []]"
236,من معتقدم,غ معتقدم,2.0,2.0,0.0,"[[1, 0], []]"
237,من معتقدم, معتقدم,2.0,2.0,1.0,"[[1, 1], []]"
238,من معتقدم,چم زعتقدم,3.0,2.0,0.0,"[[2, 1], [0]]"
239,من معتقدم,نم معتقد,3.0,2.0,1.0,"[[0, 0], [1]]"
240,دانشگاه آزاد,دانشگاه آزد,1.0,1.0,0.0,"[[], [1]]"
241,دانشگاه آزاد,دانشگاه آطاد,1.0,1.0,1.0,"[[], [0]]"
242,دانشگاه آزاد,وانشگاآ آزاد,2.0,1.0,0.0,"[[0, 0], []]"
243,دانشگاه آزاد,دانشگاه اد,2.0,1.0,1.0,"[[], [1, 1]]"
244,دانشگاه آزاد,دانشگه آزآاد,2.0,2.0,0.0,"[[1], [2]]"
245,دانشگاه آزاد,ذدانشگتاه آزاد,2.0,2.0,1.0,"[[2, 2], []]"
246,دانشگاه آزاد,دانشگاه فزپ,3.0,1.0,0.0,"[[], [0, 1, 0]]"
247,دانشگاه آزاد,یدنشگه آزاد,3.0,1.0,1.0,"[[2, 1, 1], []]"
248,دانشگاه آزاد,دانشگاه آجب,3.0,2.0,0.0,"[[], [0, 1, 0]]"
249,دانشگاه آزاد,دانشگاه تآزلذد,3.0,2.0,1.0,"[[], [2, 0, 2]]"
250,امام جمعه,امام جمطه,1.0,1.0,0.0,"[[], [0]]"
251,امام جمعه,امام جکعه,1.0,1.0,1.0,"[[], [0]]"
252,امام جمعه,امام یجرعه,2.0,1.0,0.0,"[[], [2, 0]]"
253,امام جمعه,متم جمعه,2.0,1.0,1.0,"[[1, 0], []]"
254,امام جمعه,امام جع,2.0,2.0,0.0,"[[], [1, 1]]"
255,امام جمعه,ما جمعه,2.0,2.0,1.0,"[[1, 1], []]"
256,امام جمعه,امام تجعا,3.0,1.0,0.0,"[[], [2, 1, 0]]"
257,امام جمعه,تانمتم جمعه,3.0,1.0,1.0,"[[2, 2, 0], []]"
258,امام جمعه,امام جرذع,3.0,2.0,0.0,"[[], [0, 2, 1]]"
259,امام جمعه,تنماکم جمعه,3.0,2.0,1.0,"[[0, 2, 2], []]"
260,سوی دولت,اوی دولت,1.0,1.0,0.0,"[[0], []]"
261,سوی دولت,سو دولت,1.0,1.0,1.0,"[[1], []]"
262,سوی دولت,خوژی دولت,2.0,1.0,0.0,"[[0, 2], []]"
263,سوی دولت,سد دولت,2.0,1.0,1.0,"[[0, 1], []]"
264,سوی دولت,سحی ولت,2.0,2.0,0.0,"[[0], [1]]"
265,سوی دولت,سو ذولت,2.0,2.0,1.0,"[[1], [0]]"
266,سوی دولت,طس دولت,3.0,1.0,0.0,"[[2, 1, 1], []]"
267,سوی دولت,سوی یوآل,3.0,1.0,1.0,"[[], [0, 2, 1]]"
268,سوی دولت, دولت,3.0,2.0,0.0,"[[1, 1, 1], []]"
269,سوی دولت,شوی دل,3.0,2.0,1.0,"[[0], [1, 1]]"
270,افزایش یافت,افزایش فافت,1.0,1.0,0.0,"[[], [0]]"
271,افزایش یافت,افزایش سیافت,1.0,1.0,1.0,"[[], [2]]"
272,افزایش یافت,افزایش اسفت,2.0,1.0,0.0,"[[], [1, 2]]"
273,افزایش یافت,تفزایسش یافت,2.0,1.0,1.0,"[[0, 2], []]"
274,افزایش یافت,افزایش هصافت,2.0,2.0,0.0,"[[], [0, 2]]"
275,افزایش یافت,فزیش یافت,2.0,2.0,1.0,"[[1, 1], []]"
276,افزایش یافت,افازیای یافت,3.0,1.0,0.0,"[[2, 2, 1], []]"
277,افزایش یافت,ازابی یافت,3.0,1.0,1.0,"[[1, 2, 1], []]"
278,افزایش یافت,اززایحش یافدت,3.0,2.0,0.0,"[[0, 2], [2]]"
279,افزایش یافت,زیش یافت,3.0,2.0,1.0,"[[1, 1, 1], []]"
280,گرفته می‌شود,گرفته می‌حود,1.0,1.0,0.0,"[[], [0]]"
281,گرفته می‌شود,گرفته کی‌شود,1.0,1.0,1.0,"[[], [0]]"
282,گرفته می‌شود,رفتپ می‌شود,2.0,1.0,0.0,"[[1, 0], []]"
283,گرفته می‌شود,کگرفتح می‌شود,2.0,1.0,1.0,"[[2, 0], []]"
284,گرفته می‌شود,حگرفت می‌شود,2.0,2.0,0.0,"[[2, 1], []]"
285,گرفته می‌شود,گرفته مسی‌شد,2.0,2.0,1.0,"[[], [2, 1]]"
286,گرفته می‌شود,حفتذه می‌شود,3.0,1.0,0.0,"[[0, 1, 2], []]"
287,گرفته می‌شود,گرقطخ می‌شود,3.0,1.0,1.0,"[[0, 0, 0], []]"
288,گرفته می‌شود,گرفته ژای‌شون,3.0,2.0,0.0,"[[], [0, 2, 0]]"
289,گرفته می‌شود,گفاخه می‌شود,3.0,2.0,1.0,"[[1, 0, 2], []]"
290,ما می‌توانیم,م می‌توانیم,1.0,1.0,0.0,"[[1], []]"
291,ما می‌توانیم,ما مب‌توانیم,1.0,1.0,1.0,"[[], [0]]"
292,ما می‌توانیم,ما می‌تژایم,2.0,1.0,0.0,"[[], [0, 1]]"
293,ما می‌توانیم,کتا می‌توانیم,2.0,1.0,1.0,"[[0, 2], []]"
294,ما می‌توانیم,مف می‌تانیم,2.0,2.0,0.0,"[[0], [1]]"
295,ما می‌توانیم,ما می‌توایک,2.0,2.0,1.0,"[[], [1, 0]]"
296,ما می‌توانیم,مضا چی‌تزوانیم,3.0,2.0,0.0,"[[2], [0, 2]]"
297,ما می‌توانیم,کم می‌وانیم,3.0,2.0,1.0,"[[2, 1], [1]]"
298,حکایت دارد,حکایت داد,1.0,1.0,0.0,"[[], [1]]"
299,حکایت دارد,حکایآت دارد,1.0,1.0,1.0,"[[2], []]"
300,حکایت دارد,حکایت دسار,2.0,1.0,0.0,"[[], [2, 1]]"
301,حکایت دارد,حکایت دتر,2.0,1.0,1.0,"[[], [0, 1]]"
302,حکایت دارد,صکاخت دارد,2.0,2.0,0.0,"[[0, 0], []]"
303,حکایت دارد,حکابن دارد,2.0,2.0,1.0,"[[0, 0], []]"
304,حکایت دارد,حثت دارد,3.0,1.0,0.0,"[[1, 0, 1], []]"
305,حکایت دارد,هکت دارد,3.0,1.0,1.0,"[[0, 1, 1], []]"
306,حکایت دارد,حکایت پژارپد,3.0,2.0,0.0,"[[], [0, 2, 2]]"
307,حکایت دارد,حکلسیت یدارد,3.0,2.0,1.0,"[[0, 2], [2]]"
308,دولت جدید,دوت جدید,1.0,1.0,0.0,"[[1], []]"
309,دولت جدید,دولت جید,1.0,1.0,1.0,"[[], [1]]"
310,دولت جدید,دومرت جدید,2.0,1.0,0.0,"[[0, 2], []]"
311,دولت جدید,ذلت جدید,2.0,1.0,1.0,"[[0, 1], []]"
312,دولت جدید,دولت جیعد,2.0,2.0,0.0,"[[], [1, 2]]"
313,دولت جدید,ولت جید,2.0,2.0,1.0,"[[1], [1]]"
314,دولت جدید,لدسنلت جدید,3.0,1.0,0.0,"[[2, 0, 2], []]"
315,دولت جدید,ذدوآ جدید,3.0,1.0,1.0,"[[2, 1, 0], []]"
316,دولت جدید,دسظلت جدگید,3.0,2.0,0.0,"[[0, 2], [2]]"
317,دولت جدید,ددوبطت جدید,3.0,2.0,1.0,"[[2, 0, 2], []]"
318,مردم یمن,مردم یم,1.0,1.0,0.0,"[[], [1]]"
