,correct word,misspelled word,total edit distance,number of words with error,close change,changes
49,هم از,حم اظ,2.0,,True,0.0
50,هم از,حم از,1.0,,True,0.0
51,هم از,حم اذ,2.0,,True,0.0
52,هم از,هم اذ,1.0,,True,0.0
53,هستند در,هسطند در,1.0,,True,0.0
54,هستند در,حثتند در,2.0,,True,0.0
55,هستند در,حصتند در,2.0,,True,0.0
56,هستند در,حستند در,1.0,,True,0.0
57,هستند در,هصتند در,1.0,,True,0.0
58,هستند در,هثتند در,1.0,,True,0.0
59,هستند در,حسطند در,2.0,,True,0.0
60,هستند در,حثطند در,3.0,,True,0.0
61,هستند در,هصطند در,2.0,,True,0.0
62,هستند در,حثتند در,2.0,,True,0.0
63,هستند در,حصتند در,2.0,,True,0.0
64,هستند در,هثطند در,2.0,,True,0.0
65,هستند در,هسطند در,1.0,,True,0.0
66,هستند در,حستند در,1.0,,True,0.0
67,هستند در,حصطند در,3.0,,True,0.0
68,هستند در,هصتند در,1.0,,True,0.0
69,هستند در,هثتند در,1.0,,True,0.0
70,مشاور امنیت,مشاور امنیط,1.0,,True,0.0
71,بحران اقتصادی,بحران اغتصادی,1.0,,True,0.0
72,بحران اقتصادی,بحران اغطصادی,2.0,,True,0.0
73,بحران اقتصادی,بحران اغتصادی,1.0,,True,0.0
74,بحران اقتصادی,بحران اقطصادی,1.0,,True,0.0
75,بحران اقتصادی,بحران اقطثادی,2.0,,True,0.0
76,بحران اقتصادی,بحران اقتثادی,1.0,,True,0.0
77,بحران اقتصادی,بهران اقطصادی,2.0,,True,0.0
78,بحران اقتصادی,بهران اقتسادی,2.0,,True,0.0
79,بحران اقتصادی,بهران اقتثادی,2.0,,True,0.0
80,بحران اقتصادی,بهران اقتصادی,1.0,,True,0.0
81,بحران اقتصادی,بحران اقطسادی,2.0,,True,0.0
82,بحران اقتصادی,بحران اقتسادی,1.0,,True,0.0
83,بحران اقتصادی,بحران اقطصادی,1.0,,True,0.0
84,بحران اقتصادی,بهران اقطسادی,3.0,,True,0.0
85,بحران اقتصادی,بهران اقطثادی,3.0,,True,0.0
86,بحران اقتصادی,بحران اقطثادی,2.0,,True,0.0
87,بحران اقتصادی,بحران اقتثادی,1.0,,True,0.0
88,بحران اقتصادی,بحران اغتثادی,2.0,,True,0.0
89,بحران اقتصادی,بهران اغتسادی,3.0,,True,0.0
90,بحران اقتصادی,بهران اغطسادی,4.0,,True,0.0
91,بحران اقتصادی,بحران اغطصادی,2.0,,True,0.0
92,بحران اقتصادی,بهران اقتسادی,2.0,,True,0.0
93,بحران اقتصادی,بحران اقطسادی,2.0,,True,0.0
94,بحران اقتصادی,بحران اغتصادی,1.0,,True,0.0
95,بحران اقتصادی,بحران اقتسادی,1.0,,True,0.0
96,بحران اقتصادی,بحران اغتسادی,2.0,,True,0.0
97,بحران اقتصادی,بهران اقطسادی,3.0,,True,0.0
98,بحران اقتصادی,بحران اغطثادی,3.0,,True,0.0
99,بحران اقتصادی,بهران اقطثادی,3.0,,True,0.0
100,بحران اقتصادی,بهران اغطثادی,4.0,,True,0.0
101,بحران اقتصادی,بهران اقطصادی,2.0,,True,0.0
102,بحران اقتصادی,بهران اقتثادی,2.0,,True,0.0
103,بحران اقتصادی,بهران اغتثادی,3.0,,True,0.0
104,بحران اقتصادی,بهران اقتصادی,1.0,,True,0.0
105,بحران اقتصادی,بحران اقطصادی,1.0,,True,0.0
106,بحران اقتصادی,بحران اغطسادی,3.0,,True,0.0
107,بحران اقتصادی,بهران اغطصادی,3.0,,True,0.0
108,بحران اقتصادی,بهران اغتصادی,2.0,,True,0.0
109,از هرگونه,اض هرگونه,1.0,,True,0.0
110,از هرگونه,اذ هرگونه,1.0,,True,0.0
111,از هرگونه,اظ هرگونه,1.0,,True,0.0
112,از هرگونه,اذ هرگونه,1.0,,True,0.0
113,از هرگونه,از حرگونه,1.0,,True,0.0
114,از هرگونه,اض هرگونه,1.0,,True,0.0
115,از هرگونه,اظ حرگونه,2.0,,True,0.0
116,از هرگونه,اض حرگونه,2.0,,True,0.0
117,از هرگونه,اظ هرگونه,1.0,,True,0.0
118,از هرگونه,اذ حرگونه,2.0,,True,0.0
119,از هرگونه,اذ هرگونه,1.0,,True,0.0
120,از هرگونه,اظ هرگونح,2.0,,True,0.0
121,از هرگونه,اض هرگونه,1.0,,True,0.0
122,از هرگونه,اض حرگونح,3.0,,True,0.0
123,از هرگونه,اض هرگونح,2.0,,True,0.0
124,از هرگونه,از حرگونح,2.0,,True,0.0
125,از هرگونه,اظ هرگونه,1.0,,True,0.0
126,از هرگونه,اذ حرگونه,2.0,,True,0.0
127,از هرگونه,از هرگونح,1.0,,True,0.0
128,از هرگونه,از حرگونه,1.0,,True,0.0
129,از هرگونه,اذ حرگونح,3.0,,True,0.0
130,از هرگونه,اظ حرگونه,2.0,,True,0.0
131,از هرگونه,اض حرگونه,2.0,,True,0.0
132,از هرگونه,اظ حرگونح,3.0,,True,0.0
133,از هرگونه,اذ هرگونح,2.0,,True,0.0
134,واقعیت را,واقعیط را,1.0,,True,0.0
135,واقعیت را,واقعیط را,1.0,,True,0.0
136,واقعیت را,واغعیت را,1.0,,True,0.0
137,واقعیت را,واغعیط را,2.0,,True,0.0
138,ادامه داشت,ادامه داشط,1.0,,True,0.0
139,ادامه داشت,ادامح داشط,2.0,,True,0.0
140,ادامه داشت,ادامه داشط,1.0,,True,0.0
141,ادامه داشت,ادامح داشت,1.0,,True,0.0
142,و مقابله,و مقابلح,1.0,,True,0.0
143,و مقابله,و مغابله,1.0,,True,0.0
144,و مقابله,و مغابلح,2.0,,True,0.0
145,و مقابله,و مقابلح,1.0,,True,0.0
146,کار دولت,کار دولط,1.0,,True,0.0
147,و گفتند,و گفطند,1.0,,True,0.0
148,است آن,اسط آن,1.0,,True,0.0
149,است آن,اسط آن,1.0,,True,0.0
150,است آن,اثط آن,2.0,,True,0.0
151,است آن,اصت آن,1.0,,True,0.0
152,است آن,اصط آن,2.0,,True,0.0
153,است آن,اثت آن,1.0,,True,0.0
154,صورت گیرد,ثورت گیرد,1.0,,True,0.0
155,صورت گیرد,سورت گیرد,1.0,,True,0.0
156,صورت گیرد,صورط گیرد,1.0,,True,0.0
157,صورت گیرد,سورط گیرد,2.0,,True,0.0
158,صورت گیرد,ثورت گیرد,1.0,,True,0.0
159,صورت گیرد,ثورط گیرد,2.0,,True,0.0
160,صورت گیرد,سورت گیرد,1.0,,True,0.0
161,با تامین,با طامین,1.0,,True,0.0
162,تهیه و,تحیه و,1.0,,True,0.0
163,تهیه و,تحیح و,2.0,,True,0.0
164,تهیه و,تهیح و,1.0,,True,0.0
165,تهیه و,تحیه و,1.0,,True,0.0
166,تهیه و,طهیه و,1.0,,True,0.0
167,تهیه و,طحیح و,3.0,,True,0.0
168,تهیه و,تحیح و,2.0,,True,0.0
169,تهیه و,تحیه و,1.0,,True,0.0
170,تهیه و,طحیه و,2.0,,True,0.0
171,تهیه و,تهیح و,1.0,,True,0.0
172,تهیه و,طهیح و,2.0,,True,0.0
173,ورزش در,ورضش در,1.0,,True,0.0
174,ورزش در,ورظش در,1.0,,True,0.0
175,ورزش در,ورذش در,1.0,,True,0.0
176,یک مجموعه,یک مجموعح,1.0,,True,0.0
177,که چه,که چح,1.0,,True,0.0
178,که چه,کح چه,1.0,,True,0.0
179,که چه,که چح,1.0,,True,0.0
180,که چه,کح چح,2.0,,True,0.0
181,کاری از,کاری اض,1.0,,True,0.0
182,کاری از,کاری اذ,1.0,,True,0.0
183,کاری از,کاری اظ,1.0,,True,0.0
184,تولید است,تولید اثت,1.0,,True,0.0
185,تولید است,تولید اصت,1.0,,True,0.0
186,تولید است,تولید اصت,1.0,,True,0.0
187,تولید است,تولید اثت,1.0,,True,0.0
188,تولید است,تولید اثط,2.0,,True,0.0
189,تولید است,تولید اصط,2.0,,True,0.0
190,تولید است,تولید اسط,1.0,,True,0.0
191,تولید است,تولید اصت,1.0,,True,0.0
192,تولید است,طولید اصت,2.0,,True,0.0
193,تولید است,تولید اثت,1.0,,True,0.0
194,تولید است,تولید اثط,2.0,,True,0.0
195,تولید است,تولید اصط,2.0,,True,0.0
196,تولید است,تولید اسط,1.0,,True,0.0
197,تولید است,طولید اثط,3.0,,True,0.0
198,تولید است,طولید است,1.0,,True,0.0
199,تولید است,طولید اسط,2.0,,True,0.0
200,تولید است,طولید اثت,2.0,,True,0.0
201,تولید است,طولید اصط,3.0,,True,0.0
202,اجازه نمی‌دهد,اجاظه نمی‌دهد,1.0,,True,0.0
203,اجازه نمی‌دهد,اجاذه نمی‌دهد,1.0,,True,0.0
204,اجازه نمی‌دهد,اجاضه نمی‌دهد,1.0,,True,0.0
205,اجازه نمی‌دهد,اجاذه نمی‌دهد,1.0,,True,0.0
206,اجازه نمی‌دهد,اجازه نمی‌دحد,1.0,,True,0.0
207,اجازه نمی‌دهد,اجاضه نمی‌دهد,1.0,,True,0.0
208,اجازه نمی‌دهد,اجاظه نمی‌دهد,1.0,,True,0.0
209,اجازه نمی‌دهد,اجاضه نمی‌دحد,2.0,,True,0.0
210,اجازه نمی‌دهد,اجاظه نمی‌دحد,2.0,,True,0.0
211,اجازه نمی‌دهد,اجاذه نمی‌دحد,2.0,,True,0.0
212,اجازه نمی‌دهد,اجاذه نمی‌دهد,1.0,,True,0.0
213,اجازه نمی‌دهد,اجاذح نمی‌دهد,2.0,,True,0.0
214,اجازه نمی‌دهد,اجاظح نمی‌دحد,3.0,,True,0.0
215,اجازه نمی‌دهد,اجاظه نمی‌دهد,1.0,,True,0.0
216,اجازه نمی‌دهد,اجاذه نمی‌دحد,2.0,,True,0.0
217,اجازه نمی‌دهد,اجاضح نمی‌دحد,3.0,,True,0.0
218,اجازه نمی‌دهد,اجازح نمی‌دهد,1.0,,True,0.0
219,اجازه نمی‌دهد,اجاذح نمی‌دحد,3.0,,True,0.0
220,اجازه نمی‌دهد,اجاضح نمی‌دهد,2.0,,True,0.0
221,اجازه نمی‌دهد,اجازه نمی‌دحد,1.0,,True,0.0
222,اجازه نمی‌دهد,اجاضه نمی‌دهد,1.0,,True,0.0
223,اجازه نمی‌دهد,اجاضه نمی‌دحد,2.0,,True,0.0
224,اجازه نمی‌دهد,اجاظه نمی‌دحد,2.0,,True,0.0
225,اجازه نمی‌دهد,اجاظح نمی‌دهد,2.0,,True,0.0
226,اجازه نمی‌دهد,اجازح نمی‌دحد,2.0,,True,0.0
227,همین موضوع,همین موذوع,1.0,,True,0.0
228,همین موضوع,همین موزوع,1.0,,True,0.0
229,همین موضوع,همین موظوع,1.0,,True,0.0
230,همین موضوع,همین موذوع,1.0,,True,0.0
231,همین موضوع,حمین موظوع,2.0,,True,0.0
232,همین موضوع,حمین موذوع,2.0,,True,0.0
233,همین موضوع,همین موزوع,1.0,,True,0.0
234,همین موضوع,همین موظوع,1.0,,True,0.0
235,همین موضوع,حمین موضوع,1.0,,True,0.0
236,همین موضوع,حمین موزوع,2.0,,True,0.0
237,در دهه,در دحه,1.0,,True,0.0
238,در دهه,در دحه,1.0,,True,0.0
239,در دهه,در دحح,2.0,,True,0.0
240,در دهه,در دهح,1.0,,True,0.0
241,با همان,با حمان,1.0,,True,0.0
242,زندگی خود,ضندگی خود,1.0,,True,0.0
243,زندگی خود,ظندگی خود,1.0,,True,0.0
244,زندگی خود,ذندگی خود,1.0,,True,0.0
245,اساسی و,اساصی و,1.0,,True,0.0
246,اساسی و,اساثی و,1.0,,True,0.0
247,اساسی و,اصاثی و,2.0,,True,0.0
248,اساسی و,اثاثی و,2.0,,True,0.0
249,اساسی و,اصاسی و,1.0,,True,0.0
250,اساسی و,اساصی و,1.0,,True,0.0
251,اساسی و,اثاصی و,2.0,,True,0.0
252,اساسی و,اصاصی و,2.0,,True,0.0
253,اساسی و,اثاسی و,1.0,,True,0.0
254,اساسی و,اساثی و,1.0,,True,0.0
255,این مسایل,این مصایل,1.0,,True,0.0
256,این مسایل,این مثایل,1.0,,True,0.0
257,نیست زیرا,نیسط زیرا,1.0,,True,0.0
258,نیست زیرا,نیصت ظیرا,2.0,,True,0.0
259,نیست زیرا,نیثت ذیرا,2.0,,True,0.0
260,نیست زیرا,نیصت ضیرا,2.0,,True,0.0
261,نیست زیرا,نیصت ذیرا,2.0,,True,0.0
262,نیست زیرا,نیصت زیرا,1.0,,True,0.0
263,نیست زیرا,نیثت زیرا,1.0,,True,0.0
264,نیست زیرا,نیست ضیرا,1.0,,True,0.0
265,نیست زیرا,نیست ذیرا,1.0,,True,0.0
266,نیست زیرا,نیست ظیرا,1.0,,True,0.0
267,نیست زیرا,نیثت ضیرا,2.0,,True,0.0
268,نیست زیرا,نیثت ظیرا,2.0,,True,0.0
269,نیست زیرا,نیصت ظیرا,2.0,,True,0.0
270,نیست زیرا,نیثط ضیرا,3.0,,True,0.0
271,نیست زیرا,نیصط ذیرا,3.0,,True,0.0
272,نیست زیرا,نیست ظیرا,1.0,,True,0.0
273,نیست زیرا,نیثط زیرا,2.0,,True,0.0
274,نیست زیرا,نیصت ذیرا,2.0,,True,0.0
275,نیست زیرا,نیصط ظیرا,3.0,,True,0.0
276,نیست زیرا,نیست ذیرا,1.0,,True,0.0
277,نیست زیرا,نیثت ذیرا,2.0,,True,0.0
278,نیست زیرا,نیثط ذیرا,3.0,,True,0.0
279,نیست زیرا,نیصت ضیرا,2.0,,True,0.0
280,نیست زیرا,نیثت ظیرا,2.0,,True,0.0
281,نیست زیرا,نیسط ضیرا,2.0,,True,0.0
282,نیست زیرا,نیصت زیرا,1.0,,True,0.0
283,نیست زیرا,نیثت زیرا,1.0,,True,0.0
284,نیست زیرا,نیسط زیرا,1.0,,True,0.0
285,نیست زیرا,نیسط ذیرا,2.0,,True,0.0
286,نیست زیرا,نیصط زیرا,2.0,,True,0.0
287,نیست زیرا,نیصط ضیرا,3.0,,True,0.0
288,نیست زیرا,نیست ضیرا,1.0,,True,0.0
289,نیست زیرا,نیثت ضیرا,2.0,,True,0.0
290,نیست زیرا,نیثط ظیرا,3.0,,True,0.0
291,نیست زیرا,نیسط ظیرا,2.0,,True,0.0
292,و تحریم‌های,و تهریم‌های,1.0,,True,0.0
293,و تحریم‌های,و طهریم‌های,2.0,,True,0.0
294,و تحریم‌های,و تهریم‌های,1.0,,True,0.0
295,و تحریم‌های,و طحریم‌های,1.0,,True,0.0
296,و تحریم‌های,و تحریم‌حای,1.0,,True,0.0
297,و تحریم‌های,و طحریم‌حای,2.0,,True,0.0
298,و تحریم‌های,و تهریم‌های,1.0,,True,0.0
299,و تحریم‌های,و طهریم‌حای,3.0,,True,0.0
300,و تحریم‌های,و طحریم‌های,1.0,,True,0.0
301,و تحریم‌های,و طهریم‌های,2.0,,True,0.0
302,و تحریم‌های,و تهریم‌حای,2.0,,True,0.0
303,دریایی ارتش,دریایی ارطش,1.0,,True,0.0
304,کرونا به,کرونا بح,1.0,,True,0.0
305,هر کشور,حر کشور,1.0,,True,0.0
306,و پیامدهای,و پیامدحای,1.0,,True,0.0
307,رهایی از,رحایی از,1.0,,True,0.0
308,رهایی از,رحایی از,1.0,,True,0.0
309,رهایی از,رحایی اذ,2.0,,True,0.0
310,رهایی از,رهایی اظ,1.0,,True,0.0
311,رهایی از,رهایی اذ,1.0,,True,0.0
312,رهایی از,رهایی اض,1.0,,True,0.0
313,رهایی از,رحایی اض,2.0,,True,0.0
314,رهایی از,رحایی اظ,2.0,,True,0.0
315,علیه ملت,علیح ملت,1.0,,True,0.0
316,علیه ملت,علیح ملط,2.0,,True,0.0
317,علیه ملت,علیح ملت,1.0,,True,0.0
318,علیه ملت,علیه ملط,1.0,,True,0.0
319,از امکانات,اظ امکانات,1.0,,True,0.0
320,از امکانات,اذ امکانات,1.0,,True,0.0
321,از امکانات,اض امکانات,1.0,,True,0.0
322,از امکانات,اذ امکانات,1.0,,True,0.0
323,از امکانات,اض امکاناط,2.0,,True,0.0
324,از امکانات,از امکاناط,1.0,,True,0.0
325,از امکانات,اظ امکانات,1.0,,True,0.0
326,از امکانات,اظ امکاناط,2.0,,True,0.0
327,از امکانات,اض امکانات,1.0,,True,0.0
328,از امکانات,اذ امکاناط,2.0,,True,0.0
329,تامین مسکن,تامین مثکن,1.0,,True,0.0
330,تامین مسکن,تامین مصکن,1.0,,True,0.0
331,تامین مسکن,طامین مصکن,2.0,,True,0.0
332,تامین مسکن,طامین مسکن,1.0,,True,0.0
333,تامین مسکن,تامین مثکن,1.0,,True,0.0
334,تامین مسکن,تامین مصکن,1.0,,True,0.0
335,تامین مسکن,طامین مثکن,2.0,,True,0.0
336,اختلال در,اخطلال در,1.0,,True,0.0
337,پرسپولیس و,پرسپولیث و,1.0,,True,0.0
338,پرسپولیس و,پرسپولیص و,1.0,,True,0.0
339,پرسپولیس و,پرثپولیث و,2.0,,True,0.0
340,پرسپولیس و,پرصپولیص و,2.0,,True,0.0
341,پرسپولیس و,پرصپولیث و,2.0,,True,0.0
342,پرسپولیس و,پرسپولیص و,1.0,,True,0.0
343,پرسپولیس و,پرسپولیث و,1.0,,True,0.0
344,پرسپولیس و,پرثپولیس و,1.0,,True,0.0
345,پرسپولیس و,پرصپولیس و,1.0,,True,0.0
346,پرسپولیس و,پرثپولیص و,2.0,,True,0.0
347,ارایه شد,ارایح شد,1.0,,True,0.0
348,گزارش داده,گذارش داده,1.0,,True,0.0
349,گزارش داده,گضارش داده,1.0,,True,0.0
350,گزارش داده,گظارش داده,1.0,,True,0.0
351,گزارش داده,گذارش داده,1.0,,True,0.0
352,گزارش داده,گظارش دادح,2.0,,True,0.0
353,گزارش داده,گظارش داده,1.0,,True,0.0
354,گزارش داده,گضارش دادح,2.0,,True,0.0
355,گزارش داده,گذارش دادح,2.0,,True,0.0
356,گزارش داده,گضارش داده,1.0,,True,0.0
357,گزارش داده,گزارش دادح,1.0,,True,0.0
358,اقدامی که,اغدامی که,1.0,,True,0.0
359,اقدامی که,اغدامی که,1.0,,True,0.0
360,اقدامی که,اغدامی کح,2.0,,True,0.0
361,اقدامی که,اقدامی کح,1.0,,True,0.0
362,روی نیمکت,روی نیمکط,1.0,,True,0.0
363,در قوه,در غوه,1.0,,True,0.0
364,در قوه,در قوح,1.0,,True,0.0
365,در قوه,در غوح,2.0,,True,0.0
366,در قوه,در غوه,1.0,,True,0.0
367,در نزدیکی,در نذدیکی,1.0,,True,0.0
368,در نزدیکی,در نضدیکی,1.0,,True,0.0
369,در نزدیکی,در نظدیکی,1.0,,True,0.0
370,انجام خواهد,انجام خواحد,1.0,,True,0.0
371,که سال‌هاست,که ثال‌هاست,1.0,,True,0.0
372,که سال‌هاست,که صال‌هاست,1.0,,True,0.0
373,که سال‌هاست,که ثال‌هاست,1.0,,True,0.0
374,که سال‌هاست,که سال‌حاست,1.0,,True,0.0
375,که سال‌هاست,که ثال‌حاست,2.0,,True,0.0
376,که سال‌هاست,که صال‌حاست,2.0,,True,0.0
377,که سال‌هاست,که صال‌هاست,1.0,,True,0.0
378,که سال‌هاست,که سال‌حاست,1.0,,True,0.0
379,که سال‌هاست,کح سال‌حاصت,3.0,,True,0.0
380,که سال‌هاست,کح سال‌هاثت,2.0,,True,0.0
381,که سال‌هاست,کح سال‌حاثت,3.0,,True,0.0
382,که سال‌هاست,که سال‌حاثت,2.0,,True,0.0
383,که سال‌هاست,کح سال‌حاست,2.0,,True,0.0
384,که سال‌هاست,که سال‌حاصت,2.0,,True,0.0
385,که سال‌هاست,کح سال‌هاصت,2.0,,True,0.0
386,که سال‌هاست,که سال‌هاصت,1.0,,True,0.0
387,که سال‌هاست,کح سال‌هاست,1.0,,True,0.0
388,که سال‌هاست,که سال‌هاثت,1.0,,True,0.0
389,که سال‌هاست,که ثال‌هاست,1.0,,True,0.0
390,که سال‌هاست,که سال‌حاست,1.0,,True,0.0
391,که سال‌هاست,که صال‌هاصت,2.0,,True,0.0
392,که سال‌هاست,که صال‌حاثت,3.0,,True,0.0
393,که سال‌هاست,که صال‌حاصت,3.0,,True,0.0
394,که سال‌هاست,که ثال‌هاثت,2.0,,True,0.0
395,که سال‌هاست,که سال‌هاصت,1.0,,True,0.0
396,که سال‌هاست,که صال‌هاثط,3.0,,True,0.0
397,که سال‌هاست,که ثال‌حاثط,4.0,,True,0.0
398,که سال‌هاست,که سال‌هاثط,2.0,,True,0.0
399,که سال‌هاست,که ثال‌هاصت,2.0,,True,0.0
400,که سال‌هاست,که سال‌حاثت,2.0,,True,0.0
401,که سال‌هاست,که سال‌هاسط,1.0,,True,0.0
402,که سال‌هاست,که ثال‌حاسط,3.0,,True,0.0
403,که سال‌هاست,که سال‌هاصط,2.0,,True,0.0
404,که سال‌هاست,که ثال‌هاسط,2.0,,True,0.0
405,که سال‌هاست,که ثال‌حاصت,3.0,,True,0.0
406,که سال‌هاست,که صال‌حاثط,4.0,,True,0.0
407,که سال‌هاست,که ثال‌حاثت,3.0,,True,0.0
408,که سال‌هاست,که سال‌حاصط,3.0,,True,0.0
409,که سال‌هاست,که صال‌هاصط,3.0,,True,0.0
410,که سال‌هاست,که صال‌حاست,2.0,,True,0.0
411,که سال‌هاست,که سال‌حاصت,2.0,,True,0.0
412,که سال‌هاست,که سال‌حاثط,3.0,,True,0.0
413,که سال‌هاست,که سال‌هاثت,1.0,,True,0.0
414,که سال‌هاست,که ثال‌هاصط,3.0,,True,0.0
415,که سال‌هاست,که ثال‌هاثط,3.0,,True,0.0
416,که سال‌هاست,که صال‌هاسط,2.0,,True,0.0
417,که سال‌هاست,که ثال‌حاصط,4.0,,True,0.0
418,که سال‌هاست,که ثال‌حاست,2.0,,True,0.0
419,که سال‌هاست,که صال‌حاصط,4.0,,True,0.0
420,که سال‌هاست,که سال‌حاسط,2.0,,True,0.0
421,که سال‌هاست,که صال‌هاست,1.0,,True,0.0
422,که سال‌هاست,که صال‌حاسط,3.0,,True,0.0
423,که سال‌هاست,که صال‌هاثت,2.0,,True,0.0
424,که سال‌هاست,که ثال‌هاست,1.0,,True,0.0
425,که سال‌هاست,که سال‌حاست,1.0,,True,0.0
426,که سال‌هاست,که صال‌هاصت,2.0,,True,0.0
427,که سال‌هاست,که صال‌حاثت,3.0,,True,0.0
428,که سال‌هاست,که صال‌حاصت,3.0,,True,0.0
429,که سال‌هاست,که ثال‌هاثت,2.0,,True,0.0
430,که سال‌هاست,کح ثال‌هاصت,3.0,,True,0.0
431,که سال‌هاست,کح ثال‌حاصت,4.0,,True,0.0
432,که سال‌هاست,کح ثال‌حاثط,5.0,,True,0.0
433,که سال‌هاست,که ثال‌حاثط,4.0,,True,0.0
434,که سال‌هاست,که سال‌هاثط,2.0,,True,0.0
435,که سال‌هاست,که ثال‌هاصت,2.0,,True,0.0
436,که سال‌هاست,که سال‌حاثت,2.0,,True,0.0
437,که سال‌هاست,کح صال‌حاسط,4.0,,True,0.0
438,که سال‌هاست,که سال‌هاسط,1.0,,True,0.0
439,که سال‌هاست,کح ثال‌هاسط,3.0,,True,0.0
440,که سال‌هاست,کح صال‌حاثط,5.0,,True,0.0
441,که سال‌هاست,که ثال‌حاسط,3.0,,True,0.0
442,که سال‌هاست,کح سال‌هاثت,2.0,,True,0.0
443,که سال‌هاست,که سال‌هاصط,2.0,,True,0.0
444,که سال‌هاست,کح سال‌حاصت,3.0,,True,0.0
445,که سال‌هاست,کح صال‌هاثت,3.0,,True,0.0
446,که سال‌هاست,کح سال‌حاثط,4.0,,True,0.0
447,که سال‌هاست,که صال‌حاثط,4.0,,True,0.0
448,که سال‌هاست,که سال‌حاصط,3.0,,True,0.0
449,که سال‌هاست,کح صال‌هاثط,4.0,,True,0.0
450,که سال‌هاست,کح سال‌حاست,2.0,,True,0.0
451,که سال‌هاست,کح سال‌هاسط,2.0,,True,0.0
452,که سال‌هاست,کح سال‌حاصط,4.0,,True,0.0
453,که سال‌هاست,که ثال‌هاثط,3.0,,True,0.0
454,که سال‌هاست,که صال‌هاسط,2.0,,True,0.0
455,که سال‌هاست,که سال‌حاسط,2.0,,True,0.0
456,که سال‌هاست,کح ثال‌هاثط,4.0,,True,0.0
457,که سال‌هاست,که صال‌حاسط,3.0,,True,0.0
458,که سال‌هاست,کح صال‌هاست,2.0,,True,0.0
459,که سال‌هاست,کح صال‌حاصط,5.0,,True,0.0
460,که سال‌هاست,کح ثال‌حاصط,5.0,,True,0.0
461,که سال‌هاست,کح صال‌حاصت,4.0,,True,0.0
462,که سال‌هاست,کح ثال‌حاست,3.0,,True,0.0
463,که سال‌هاست,که سال‌هاصت,1.0,,True,0.0
464,که سال‌هاست,کح سال‌هاست,1.0,,True,0.0
465,که سال‌هاست,کح ثال‌هاست,2.0,,True,0.0
466,که سال‌هاست,کح صال‌حاست,3.0,,True,0.0
467,که سال‌هاست,که صال‌هاثط,3.0,,True,0.0
468,که سال‌هاست,کح صال‌هاصط,4.0,,True,0.0
469,که سال‌هاست,کح صال‌حاثت,4.0,,True,0.0
470,که سال‌هاست,کح صال‌هاصت,3.0,,True,0.0
471,که سال‌هاست,کح سال‌هاصط,3.0,,True,0.0
472,که سال‌هاست,کح ثال‌هاصط,4.0,,True,0.0
473,که سال‌هاست,که ثال‌هاسط,2.0,,True,0.0
474,که سال‌هاست,که ثال‌حاصت,3.0,,True,0.0
475,که سال‌هاست,که ثال‌حاثت,3.0,,True,0.0
